species,day,time,mq135Value
Mackerel,2,09:30:12.005970,78
Mackerel,2,09:30:13.215317,79
Mackerel,2,09:30:14.423059,77
Mackerel,2,09:30:15.621495,74
Mackerel,2,09:30:16.831880,76
Mackerel,2,09:30:18.037928,73
Mackerel,2,09:30:19.235106,77
Mackerel,2,09:30:20.452858,79
Mackerel,2,09:30:21.653678,74
Mackerel,2,09:30:22.863627,78
Mackerel,2,09:30:24.059628,74
Mackerel,2,09:30:25.263273,76
Mackerel,2,09:30:26.473556,79
Mackerel,2,09:30:27.678835,77
Mackerel,2,09:30:28.882566,77
Mackerel,2,09:30:30.084547,77
Mackerel,2,09:30:31.296996,77
Mackerel,2,09:31:44.744410,74
Mackerel,2,09:31:45.858462,75
Mackerel,2,09:31:47.035733,76
Mackerel,2,09:31:48.242852,77
Mackerel,2,09:31:49.455035,76
Mackerel,2,09:31:50.652145,75
Mackerel,2,09:31:51.859262,74
Mackerel,2,09:31:53.062579,74
Mackerel,2,09:31:54.263440,73
Mackerel,2,09:31:55.471958,76
Mackerel,2,09:31:56.683435,76
Mackerel,2,09:31:57.890032,77
Mackerel,2,09:31:59.095451,76
Mackerel,2,09:32:00.302973,74
Mackerel,2,09:32:01.503284,73
Mackerel,2,09:32:02.706245,72
Mackerel,2,09:32:03.914337,76
Mackerel,2,09:32:05.118928,76
Mackerel,2,09:32:06.320749,77
Mackerel,2,09:32:07.533991,72
Mackerel,2,09:32:08.733504,76
Mackerel,2,09:32:34.601361,71
Mackerel,2,09:32:35.718592,69
Mackerel,2,09:32:36.889536,74
Mackerel,2,09:32:38.095229,72
Mackerel,2,09:32:39.308353,72
Mackerel,2,09:32:40.505660,69
Mackerel,2,09:32:41.720723,72
Mackerel,2,09:32:42.919432,69
Mackerel,2,09:32:44.117916,73
Mackerel,2,09:32:45.323668,74
Mackerel,2,09:32:46.541324,71
Mackerel,2,09:32:47.745481,72
Mackerel,2,09:32:48.949818,70
Mackerel,2,09:32:50.157261,72
Mackerel,2,09:32:51.354948,67
Mackerel,2,09:32:52.570595,73
Mackerel,2,09:32:53.769209,69
Mackerel,2,09:32:54.982264,72
Mackerel,2,09:32:56.183917,70
Mackerel,2,09:32:57.384786,67
Mackerel,2,09:32:58.589822,69
Mackerel,2,10:37:12.793694,83
Mackerel,2,10:37:13.898072,86
Mackerel,2,10:37:15.093164,86
Mackerel,2,10:37:16.303235,87
Mackerel,2,10:37:17.501407,90
Mackerel,2,10:37:18.703741,90
Mackerel,2,10:37:19.910048,92
Mackerel,2,10:37:21.119132,92
Mackerel,2,10:37:22.329680,92
Mackerel,2,10:37:23.527253,91
Mackerel,2,10:37:24.740553,91
Mackerel,2,10:37:25.935791,92
Mackerel,2,10:37:27.151251,91
Mackerel,2,10:37:28.352907,92
Mackerel,2,10:37:29.566058,93
Mackerel,2,10:37:30.772535,92
Mackerel,2,10:37:31.967068,92
Mackerel,2,10:37:33.177052,95
Mackerel,2,10:37:34.375283,90
Mackerel,2,10:37:35.587667,95
Mackerel,2,10:37:36.798485,93
Mackerel,2,10:38:56.718999,92
Mackerel,2,10:38:57.825112,95
Mackerel,2,10:38:59.022133,93
Mackerel,2,10:39:00.222798,96
Mackerel,2,10:39:01.437709,96
Mackerel,2,10:39:02.648081,94
Mackerel,2,10:39:03.842652,90
Mackerel,2,10:39:05.046699,89
Mackerel,2,10:39:06.263270,95
Mackerel,2,10:39:07.462647,95
Mackerel,2,10:39:08.673300,95
Mackerel,2,10:39:09.871969,93
Mackerel,2,10:39:11.073324,92
Mackerel,2,10:39:12.289698,96
Mackerel,2,10:39:13.489299,95
Mackerel,2,10:39:14.699584,89
Mackerel,2,10:39:15.903927,96
Mackerel,2,10:39:17.103021,91
Mackerel,2,10:39:18.318745,95
Mackerel,2,10:39:19.519060,96
Mackerel,2,10:39:20.721555,90
Mackerel,2,10:40:42.683870,74
Mackerel,2,10:40:43.797894,74
Mackerel,2,10:40:44.970978,76
Mackerel,2,10:40:46.177100,73
Mackerel,2,10:40:47.388240,75
Mackerel,2,10:40:48.599636,75
Mackerel,2,10:40:49.797058,74
Mackerel,2,10:40:51.007348,71
Mackerel,2,10:40:52.218801,76
Mackerel,2,10:40:53.418107,72
Mackerel,2,10:40:54.620907,74
Mackerel,2,10:40:55.832554,73
Mackerel,2,10:40:57.031327,72
Mackerel,2,10:40:58.239595,74
Mackerel,2,10:40:59.446040,70
Mackerel,2,10:41:00.646935,74
Mackerel,2,10:41:01.856748,74
Mackerel,2,10:41:03.058056,75
Mackerel,2,10:41:04.261019,74
Mackerel,2,10:41:05.477574,74
Mackerel,2,10:41:06.685338,72
Mackerel,2,10:41:40.456790,77
Mackerel,2,10:41:41.561610,74
Mackerel,2,10:41:42.768421,75
Mackerel,2,10:41:43.975323,72
Mackerel,2,10:41:45.172159,75
Mackerel,2,10:41:46.385549,75
Mackerel,2,10:41:47.586225,78
Mackerel,2,10:41:48.784007,76
Mackerel,2,10:41:49.993924,76
Mackerel,2,10:41:51.196961,72
Mackerel,2,10:41:52.401679,78
Mackerel,2,10:41:53.614350,76
Mackerel,2,10:41:54.812709,76
Mackerel,2,10:41:56.015905,73
Mackerel,2,10:41:57.223319,79
Mackerel,2,10:41:58.437482,76
Mackerel,2,10:41:59.639271,78
Mackerel,2,10:42:00.852557,74
Mackerel,2,10:42:02.053398,77
Mackerel,2,10:42:03.255647,77
Mackerel,2,10:42:04.457065,73
Mackerel,2,10:42:35.230667,78
Mackerel,2,10:42:36.347709,75
Mackerel,2,10:42:37.544831,78
Mackerel,2,10:42:38.743935,78
Mackerel,2,10:42:39.957062,81
Mackerel,2,10:42:41.156175,80
Mackerel,2,10:42:42.369056,77
Mackerel,2,10:42:43.579460,78
Mackerel,2,10:42:44.784170,79
Mackerel,2,10:42:45.985606,77
Mackerel,2,10:42:47.191550,80
Mackerel,2,10:42:48.397680,80
Mackerel,2,10:42:49.597155,76
Mackerel,2,10:42:50.803758,75
Mackerel,2,10:42:52.017208,79
Mackerel,2,10:42:53.216035,80
Mackerel,2,10:42:54.421125,80
Mackerel,2,10:42:55.635582,78
Mackerel,2,10:42:56.831552,81
Mackerel,2,10:42:58.046176,84
Mackerel,2,10:42:59.243037,80
Mackerel,2,10:43:27.293828,78
Mackerel,2,10:43:28.408321,74
Mackerel,2,10:43:29.593738,75
Mackerel,2,10:43:30.803023,76
Mackerel,2,10:43:32.013840,78
Mackerel,2,10:43:33.213039,76
Mackerel,2,10:43:34.420109,81
Mackerel,2,10:43:35.616862,80
Mackerel,2,10:43:36.832298,79
Mackerel,2,10:43:38.026175,79
Mackerel,2,10:43:39.238328,76
Mackerel,2,10:43:40.438700,81
Mackerel,2,10:43:41.655700,80
Mackerel,2,10:43:42.863698,81
Mackerel,2,10:43:44.068606,81
Mackerel,2,10:43:45.263146,79
Mackerel,2,10:43:46.474906,84
Mackerel,2,10:43:47.684869,78
Mackerel,2,10:43:48.879185,81
Mackerel,2,10:43:50.094949,84
Mackerel,2,10:43:51.293053,82
Mackerel,2,10:44:16.945665,74
Mackerel,2,10:44:18.052551,78
Mackerel,2,10:44:19.245263,71
Mackerel,2,10:44:20.463227,76
Mackerel,2,10:44:21.663835,75
Mackerel,2,10:44:22.861080,76
Mackerel,2,10:44:24.072345,76
Mackerel,2,10:44:25.270452,75
Mackerel,2,10:44:26.480583,74
Mackerel,2,10:44:27.695710,75
Mackerel,2,10:44:28.899825,75
Mackerel,2,10:44:30.097939,76
Mackerel,2,10:44:31.305097,78
Mackerel,2,10:44:32.518183,76
Mackerel,2,10:44:33.715300,73
Mackerel,2,10:44:34.916415,78
Mackerel,2,10:44:36.121550,78
Mackerel,2,10:44:37.331681,75
Mackerel,2,10:44:38.532788,75
Mackerel,2,10:44:39.741916,76
Mackerel,2,10:44:40.956557,77
Mackerel,2,10:45:12.620062,85
Mackerel,2,10:45:13.724148,80
Mackerel,2,10:45:14.916867,83
Mackerel,2,10:45:16.114587,85
Mackerel,2,10:45:17.324969,84
Mackerel,2,10:45:18.526013,89
Mackerel,2,10:45:19.725499,87
Mackerel,2,10:45:20.944635,84
Mackerel,2,10:45:22.145284,86
Mackerel,2,10:45:23.344015,88
Mackerel,2,10:45:24.562003,88
Mackerel,2,10:45:25.757582,83
Mackerel,2,10:45:26.968699,88
Mackerel,2,10:45:28.163861,87
Mackerel,2,10:45:29.379076,87
Mackerel,2,10:45:30.577152,84
Mackerel,2,10:45:31.793913,87
Mackerel,2,10:45:32.997114,86
Mackerel,2,10:45:34.206003,89
Mackerel,2,10:45:35.407353,89
Mackerel,2,10:45:36.618006,88
Mackerel,2,10:47:37.480433,85
Mackerel,2,10:47:38.588764,85
Mackerel,2,10:47:39.782355,86
Mackerel,2,10:47:40.980792,83
Mackerel,2,10:47:42.188060,84
Mackerel,2,10:47:43.398482,88
Mackerel,2,10:47:44.598600,86
Mackerel,2,10:47:45.807622,84
Mackerel,2,10:47:47.006040,86
Mackerel,2,10:47:48.217849,89
Mackerel,2,10:47:49.422311,88
Mackerel,2,10:47:50.624067,88
Mackerel,2,10:47:51.830169,89
Mackerel,2,10:47:53.038488,85
Mackerel,2,10:47:54.239124,83
Mackerel,2,10:47:55.455515,86
Mackerel,2,10:47:56.655466,89
Mackerel,2,10:47:57.858524,83
Mackerel,2,10:47:59.063126,90
Mackerel,2,10:48:00.279351,87
Mackerel,2,10:48:01.481226,88
Mackerel,2,10:48:32.107149,77
Mackerel,2,10:48:33.212411,78
Mackerel,2,10:48:34.415531,72
Mackerel,2,10:48:35.625665,78
Mackerel,2,10:48:36.819778,79
Mackerel,2,10:48:38.030911,74
Mackerel,2,10:48:39.230026,73
Mackerel,2,10:48:40.451140,77
Mackerel,2,10:48:41.644531,76
Mackerel,2,10:48:42.859151,80
Mackerel,2,10:48:44.057507,79
Mackerel,2,10:48:45.272826,75
Mackerel,2,10:48:46.473036,78
Mackerel,2,10:48:47.678610,74
Mackerel,2,10:48:48.881342,79
Mackerel,2,10:48:50.085861,79
Mackerel,2,10:48:51.287342,78
Mackerel,2,10:48:52.495554,78
Mackerel,2,10:48:53.707559,79
Mackerel,2,10:48:54.904147,76
Mackerel,2,10:48:56.122947,76
Tilapia,2,09:06:26.729132,75
Tilapia,2,09:06:27.846167,75
Tilapia,2,09:06:29.024930,74
Tilapia,2,09:06:30.234123,71
Tilapia,2,09:06:31.449361,77
Tilapia,2,09:06:32.640933,75
Tilapia,2,09:06:33.854356,76
Tilapia,2,09:06:35.064971,74
Tilapia,2,09:06:36.266272,70
Tilapia,2,09:06:37.474117,73
Tilapia,2,09:06:38.669442,75
Tilapia,2,09:06:39.880872,71
Tilapia,2,09:06:41.091075,72
Tilapia,2,09:06:42.288196,75
Tilapia,2,09:06:43.492508,75
Tilapia,2,09:06:44.709043,74
Tilapia,2,09:06:45.906561,73
Tilapia,2,09:06:47.110407,71
Tilapia,2,09:06:48.325304,74
Tilapia,2,09:06:49.532462,75
Tilapia,2,09:06:50.731191,70
Tilapia,2,09:07:23.748104,74
Tilapia,2,09:07:24.855919,72
Tilapia,2,09:07:26.027178,75
Tilapia,2,09:07:27.229128,71
Tilapia,2,09:07:28.446248,78
Tilapia,2,09:07:29.643809,71
Tilapia,2,09:07:30.846036,71
Tilapia,2,09:07:32.059811,76
Tilapia,2,09:07:33.261677,75
Tilapia,2,09:07:34.468633,75
Tilapia,2,09:07:35.679171,76
Tilapia,2,09:07:36.884581,71
Tilapia,2,09:07:38.085132,76
Tilapia,2,09:07:39.285045,73
Tilapia,2,09:07:40.501629,77
Tilapia,2,09:07:41.706076,78
Tilapia,2,09:07:42.910986,78
Tilapia,2,09:07:44.107807,78
Tilapia,2,09:07:45.322771,74
Tilapia,2,09:07:46.524540,75
Tilapia,2,09:07:47.735014,76
Tilapia,2,09:08:20.325510,75
Tilapia,2,09:08:21.431157,74
Tilapia,2,09:08:22.616594,76
Tilapia,2,09:08:23.821689,74
Tilapia,2,09:08:25.020400,72
Tilapia,2,09:08:26.238429,77
Tilapia,2,09:08:27.443713,78
Tilapia,2,09:08:28.637637,76
Tilapia,2,09:08:29.852862,75
Tilapia,2,09:08:31.059747,74
Tilapia,2,09:08:32.261299,76
Tilapia,2,09:08:33.459189,76
Tilapia,2,09:08:34.662980,75
Tilapia,2,09:08:35.871877,73
Tilapia,2,09:08:37.082288,75
Tilapia,2,09:08:38.283765,73
Tilapia,2,09:08:39.491131,76
Tilapia,2,09:08:40.701941,75
Tilapia,2,09:08:41.903623,77
Tilapia,2,09:08:43.103769,77
Tilapia,2,09:08:44.307011,76
Tilapia,2,09:10:19.871770,77
Tilapia,2,09:10:20.982342,78
Tilapia,2,09:10:22.170315,74
Tilapia,2,09:10:23.369502,76
Tilapia,2,09:10:24.580591,78
Tilapia,2,09:10:25.785492,75
Tilapia,2,09:10:26.991278,77
Tilapia,2,09:10:28.205004,78
Tilapia,2,09:10:29.405971,79
Tilapia,2,09:10:30.607344,76
Tilapia,2,09:10:31.810953,79
Tilapia,2,09:10:33.018239,77
Tilapia,2,09:10:34.234954,73
Tilapia,2,09:10:35.434778,81
Tilapia,2,09:10:36.643273,77
Tilapia,2,09:10:37.851372,79
Tilapia,2,09:10:39.042582,78
Tilapia,2,09:10:40.250902,77
Tilapia,2,09:10:41.461017,80
Tilapia,2,09:10:42.664593,78
Tilapia,2,09:10:43.875670,77
Tilapia,2,09:11:11.040115,79
Tilapia,2,09:11:12.144856,75
Tilapia,2,09:11:13.347939,80
Tilapia,2,09:11:14.553302,75
Tilapia,2,09:11:15.758662,75
Tilapia,2,09:11:16.960609,81
Tilapia,2,09:11:18.180317,80
Tilapia,2,09:11:19.377993,80
Tilapia,2,09:11:20.590699,77
Tilapia,2,09:11:21.791878,78
Tilapia,2,09:11:22.993793,81
Tilapia,2,09:11:24.198362,79
Tilapia,2,09:11:25.410735,79
Tilapia,2,09:11:26.616253,79
Tilapia,2,09:11:27.811790,77
Tilapia,2,09:11:29.026990,79
Tilapia,2,09:11:30.224428,79
Tilapia,2,09:11:31.433023,78
Tilapia,2,09:11:32.646420,77
Tilapia,2,09:11:33.839952,78
Tilapia,2,09:11:35.051053,79
Tilapia,2,09:12:04.855601,78
Tilapia,2,09:12:05.963633,74
Tilapia,2,09:12:07.159059,75
Tilapia,2,09:12:08.365317,77
Tilapia,2,09:12:09.582157,76
Tilapia,2,09:12:10.780094,71
Tilapia,2,09:12:11.990493,76
Tilapia,2,09:12:13.186867,73
Tilapia,2,09:12:14.389767,78
Tilapia,2,09:12:15.608358,75
Tilapia,2,09:12:16.817092,73
Tilapia,2,09:12:18.020421,76
Tilapia,2,09:12:19.226860,76
Tilapia,2,09:12:20.428092,78
Tilapia,2,09:12:21.629557,77
Tilapia,2,09:12:22.839523,80
Tilapia,2,09:12:24.038484,75
Tilapia,2,09:12:25.249997,75
Tilapia,2,09:12:26.451727,76
Tilapia,2,09:12:27.657198,76
Tilapia,2,09:12:28.871578,73
Tilapia,2,09:12:56.639146,83
Tilapia,2,09:12:57.756783,83
Tilapia,2,09:12:58.923122,84
Tilapia,2,09:13:00.139130,81
Tilapia,2,09:13:01.343213,77
Tilapia,2,09:13:02.546753,80
Tilapia,2,09:13:03.747239,82
Tilapia,2,09:13:04.961880,78
Tilapia,2,09:13:06.157557,82
Tilapia,2,09:13:07.361294,81
Tilapia,2,09:13:08.575711,81
Tilapia,2,09:13:09.774075,77
Tilapia,2,09:13:10.981040,81
Tilapia,2,09:13:12.189891,77
Tilapia,2,09:13:13.401765,83
Tilapia,2,09:13:14.603428,81
Tilapia,2,09:13:15.803375,83
Tilapia,2,09:13:17.012836,81
Tilapia,2,09:13:18.221472,81
Tilapia,2,09:13:19.416865,81
Tilapia,2,09:13:20.623975,77
Tilapia,2,09:14:18.897052,80
Tilapia,2,09:14:20.012369,81
Tilapia,2,09:14:21.196191,83
Tilapia,2,09:14:22.395902,81
Tilapia,2,09:14:23.610775,76
Tilapia,2,09:14:24.812146,77
Tilapia,2,09:14:26.013856,82
Tilapia,2,09:14:27.225595,77
Tilapia,2,09:14:28.432425,78
Tilapia,2,09:14:29.627796,80
Tilapia,2,09:14:30.834211,78
Tilapia,2,09:14:32.039948,80
Tilapia,2,09:14:33.253202,76
Tilapia,2,09:14:34.450285,82
Tilapia,2,09:14:35.659719,81
Tilapia,2,09:14:36.868881,77
Tilapia,2,09:14:38.073365,81
Tilapia,2,09:14:39.269299,81
Tilapia,2,09:14:40.487705,83
Tilapia,2,09:14:41.696864,81
Tilapia,2,09:14:42.896584,81
Tilapia,2,09:15:08.595968,79
Tilapia,2,09:15:09.700168,77
Tilapia,2,09:15:10.892867,74
Tilapia,2,09:15:12.096693,81
Tilapia,2,09:15:13.299035,79
Tilapia,2,09:15:14.505612,78
Tilapia,2,09:15:15.703578,79
Tilapia,2,09:15:16.913574,78
Tilapia,2,09:15:18.114671,81
Tilapia,2,09:15:19.337872,77
Tilapia,2,09:15:20.530604,79
Tilapia,2,09:15:21.743642,77
Tilapia,2,09:15:22.943415,78
Tilapia,2,09:15:24.143787,78
Tilapia,2,09:15:25.355871,78
Tilapia,2,09:15:26.559949,76
Tilapia,2,09:15:27.769147,79
Tilapia,2,09:15:28.967426,79
Tilapia,2,09:15:30.171180,78
Tilapia,2,09:15:31.383086,77
Tilapia,2,09:15:32.593277,79
Tilapia,2,09:16:05.296537,74
Tilapia,2,09:16:06.410179,74
Tilapia,2,09:16:07.601224,75
Tilapia,2,09:16:08.810205,75
Tilapia,2,09:16:10.006016,74
Tilapia,2,09:16:11.216879,76
Tilapia,2,09:16:12.429725,73
Tilapia,2,09:16:13.631420,74
Tilapia,2,09:16:14.839818,71
Tilapia,2,09:16:16.032117,74
Tilapia,2,09:16:17.240460,71
Tilapia,2,09:16:18.444738,71
Tilapia,2,09:16:19.659476,71
Tilapia,2,09:16:20.864307,75
Tilapia,2,09:16:22.068948,75
Tilapia,2,09:16:23.268245,73
Tilapia,2,09:16:24.472212,70
Tilapia,2,09:16:25.678506,73
Tilapia,2,09:16:26.895299,70
Tilapia,2,09:16:28.095588,72
Tilapia,2,09:16:29.302584,72
Tilapia,2,10:12:19.961948,73
Tilapia,2,10:12:21.066192,73
Tilapia,2,10:12:22.244913,71
Tilapia,2,10:12:23.451342,68
Tilapia,2,10:12:24.655344,72
Tilapia,2,10:12:25.875719,68
Tilapia,2,10:12:27.081826,70
Tilapia,2,10:12:28.287245,71
Tilapia,2,10:12:29.485194,71
Tilapia,2,10:12:30.695123,73
Tilapia,2,10:12:31.894680,72
Tilapia,2,10:12:33.105169,72
Tilapia,2,10:12:34.303615,70
Tilapia,2,10:12:35.512754,68
Tilapia,2,10:12:36.724936,72
Tilapia,2,10:12:37.928814,72
Tilapia,2,10:12:39.125633,74
Tilapia,2,10:12:40.338197,70
Tilapia,2,10:12:41.533405,67
Tilapia,2,10:12:42.752009,71
Tilapia,2,10:12:43.947366,67
Tilapia,2,10:13:12.963071,74
Tilapia,2,10:13:14.072233,74
Tilapia,2,10:13:15.252985,73
Tilapia,2,10:13:16.460603,75
Tilapia,2,10:13:17.672678,71
Tilapia,2,10:13:18.873022,76
Tilapia,2,10:13:20.071522,76
Tilapia,2,10:13:21.278538,78
Tilapia,2,10:13:22.491877,77
Tilapia,2,10:13:23.690222,77
Tilapia,2,10:13:24.900111,75
Tilapia,2,10:13:26.106060,77
Tilapia,2,10:13:27.317043,77
Tilapia,2,10:13:28.514787,77
Tilapia,2,10:13:29.727584,72
Tilapia,2,10:13:30.924837,77
Tilapia,2,10:13:32.140249,77
Tilapia,2,10:13:33.344312,77
Tilapia,2,10:13:34.541073,79
Tilapia,2,10:13:35.753282,79
Tilapia,2,10:13:36.962751,77
Tilapia,2,10:15:02.519155,74
Tilapia,2,10:15:03.638207,70
Tilapia,2,10:15:04.817573,72
Tilapia,2,10:15:06.015643,70
Tilapia,2,10:15:07.215382,74
Tilapia,2,10:15:08.420691,70
Tilapia,2,10:15:09.636747,69
Tilapia,2,10:15:10.832694,72
Tilapia,2,10:15:12.043399,73
Tilapia,2,10:15:13.255088,75
Tilapia,2,10:15:14.462101,72
Tilapia,2,10:15:15.666352,73
Tilapia,2,10:15:16.867213,72
Tilapia,2,10:15:18.077047,75
Tilapia,2,10:15:19.272648,72
Tilapia,2,10:15:20.486984,72
Tilapia,2,10:15:21.682585,71
Tilapia,2,10:15:22.890985,74
Tilapia,2,10:15:24.101224,71
Tilapia,2,10:15:25.300327,72
Tilapia,2,10:15:26.509945,74
Tilapia,2,10:16:02.651503,71
Tilapia,2,10:16:03.763950,71
Tilapia,2,10:16:04.959042,73
Tilapia,2,10:16:06.164162,73
Tilapia,2,10:16:07.367280,74
Tilapia,2,10:16:08.572432,72
Tilapia,2,10:16:09.773534,72
Tilapia,2,10:16:10.974646,69
Tilapia,2,10:16:12.187777,69
Tilapia,2,10:16:13.392905,74
Tilapia,2,10:16:14.594017,72
Tilapia,2,10:16:15.802139,67
Tilapia,2,10:16:17.012260,71
Tilapia,2,10:16:18.215366,67
Tilapia,2,10:16:19.410471,67
Tilapia,2,10:16:20.621593,72
Tilapia,2,10:16:21.830721,72
Tilapia,2,10:16:23.028831,69
Tilapia,2,10:16:24.240958,72
Tilapia,2,10:16:25.446086,70
Tilapia,2,10:16:26.652212,72
Tilapia,2,10:16:56.185316,71
Tilapia,2,10:16:57.303097,72
Tilapia,2,10:16:58.496574,72
Tilapia,2,10:16:59.700012,74
Tilapia,2,10:17:00.907626,76
Tilapia,2,10:17:02.108853,71
Tilapia,2,10:17:03.314084,71
Tilapia,2,10:17:04.514039,72
Tilapia,2,10:17:05.717978,67
Tilapia,2,10:17:06.928961,75
Tilapia,2,10:17:08.128742,70
Tilapia,2,10:17:09.338245,67
Tilapia,2,10:17:10.538047,71
Tilapia,2,10:17:11.749018,68
Tilapia,2,10:17:12.964862,72
Tilapia,2,10:17:14.162896,72
Tilapia,2,10:17:15.365755,68
Tilapia,2,10:17:16.581749,74
Tilapia,2,10:17:17.783443,73
Tilapia,2,10:17:18.981849,72
Tilapia,2,10:17:20.198411,67
Tilapia,2,10:18:49.671319,75
Tilapia,2,10:18:50.790075,78
Tilapia,2,10:18:51.973452,77
Tilapia,2,10:18:53.175365,77
Tilapia,2,10:18:54.379521,77
Tilapia,2,10:18:55.580418,73
Tilapia,2,10:18:56.789687,74
Tilapia,2,10:18:57.987761,76
Tilapia,2,10:18:59.195580,74
Tilapia,2,10:19:00.400505,77
Tilapia,2,10:19:01.618027,78
Tilapia,2,10:19:02.819793,75
Tilapia,2,10:19:04.026890,76
Tilapia,2,10:19:05.231386,76
Tilapia,2,10:19:06.428397,77
Tilapia,2,10:19:07.640588,76
Tilapia,2,10:19:08.837476,77
Tilapia,2,10:19:10.044078,77
Tilapia,2,10:19:11.255661,77
Tilapia,2,10:19:12.467810,76
Tilapia,2,10:19:13.667449,75
Tilapia,2,10:20:38.183666,74
Tilapia,2,10:20:39.288608,76
Tilapia,2,10:20:40.495782,69
Tilapia,2,10:20:41.702113,74
Tilapia,2,10:20:42.912390,73
Tilapia,2,10:20:44.119538,71
Tilapia,2,10:20:45.321624,75
Tilapia,2,10:20:46.531752,73
Tilapia,2,10:20:47.724813,76
Tilapia,2,10:20:48.937659,75
Tilapia,2,10:20:50.137555,73
Tilapia,2,10:20:51.353875,74
Tilapia,2,10:20:52.553987,76
Tilapia,2,10:20:53.754003,70
Tilapia,2,10:20:54.966138,76
Tilapia,2,10:20:56.174900,70
Tilapia,2,10:20:57.371515,74
Tilapia,2,10:20:58.584370,73
Tilapia,2,10:20:59.783722,76
Tilapia,2,10:21:00.997363,73
Tilapia,2,10:21:02.203475,70
Tilapia,2,10:21:36.236412,74
Tilapia,2,10:21:37.351743,79
Tilapia,2,10:21:38.550182,78
Tilapia,2,10:21:39.744833,80
Tilapia,2,10:21:40.958484,80
Tilapia,2,10:21:42.162261,80
Tilapia,2,10:21:43.375079,81
Tilapia,2,10:21:44.569915,77
Tilapia,2,10:21:45.785697,82
Tilapia,2,10:21:46.985191,82
Tilapia,2,10:21:48.196392,81
Tilapia,2,10:21:49.397052,78
Tilapia,2,10:21:50.599215,78
Tilapia,2,10:21:51.808945,85
Tilapia,2,10:21:53.016600,82
Tilapia,2,10:21:54.214001,81
Tilapia,2,10:21:55.425868,81
Tilapia,2,10:21:56.623575,85
Tilapia,2,10:21:57.839415,80
Tilapia,2,10:21:59.042333,84
Tilapia,2,10:22:00.247804,84
Tilapia,2,10:22:32.086463,75
Tilapia,2,10:22:33.189510,74
Tilapia,2,10:22:34.376593,75
Tilapia,2,10:22:35.579723,77
Tilapia,2,10:22:36.783896,71
Tilapia,2,10:22:38.001984,77
Tilapia,2,10:22:39.197097,74
Tilapia,2,10:22:40.415247,79
Tilapia,2,10:22:41.616660,77
Tilapia,2,10:22:42.824194,72
Tilapia,2,10:22:44.024628,78
Tilapia,2,10:22:45.227907,77
Tilapia,2,10:22:46.437398,74
Tilapia,2,10:22:47.638888,78
Tilapia,2,10:22:48.848572,77
Tilapia,2,10:22:50.053341,78
Tilapia,2,10:22:51.256967,79
Tilapia,2,10:22:52.470429,78
Tilapia,2,10:22:53.673419,74
Tilapia,2,10:22:54.870916,75
Tilapia,2,10:22:56.086503,78
Tilapia,2,10:23:28.201288,77
Tilapia,2,10:23:29.313369,79
Tilapia,2,10:23:30.517331,77
Tilapia,2,10:23:31.710756,78
Tilapia,2,10:23:32.913489,80
Tilapia,2,10:23:34.131545,78
Tilapia,2,10:23:35.327576,75
Tilapia,2,10:23:36.542874,81
Tilapia,2,10:23:37.740340,81
Tilapia,2,10:23:38.942478,79
Tilapia,2,10:23:40.154052,76
Tilapia,2,10:23:41.366542,81
Tilapia,2,10:23:42.564471,80
Tilapia,2,10:23:43.766385,79
Tilapia,2,10:23:44.978051,80
Tilapia,2,10:23:46.177969,77
Tilapia,2,10:23:47.390657,77
Tilapia,2,10:23:48.601052,79
Tilapia,2,10:23:49.798534,79
Tilapia,2,10:23:51.011197,77
Tilapia,2,10:23:52.208507,83
Tuna,2,09:36:56.907593,73
Tuna,2,09:36:58.021177,73
Tuna,2,09:36:59.194023,75
Tuna,2,09:37:00.400405,73
Tuna,2,09:37:01.612801,70
Tuna,2,09:37:02.810175,71
Tuna,2,09:37:04.023513,72
Tuna,2,09:37:05.222894,74
Tuna,2,09:37:06.440154,75
Tuna,2,09:37:07.637273,72
Tuna,2,09:37:08.846747,68
Tuna,2,09:37:10.044325,68
Tuna,2,09:37:11.257705,68
Tuna,2,09:37:12.452926,72
Tuna,2,09:37:13.664069,72
Tuna,2,09:37:14.879196,69
Tuna,2,09:37:16.074301,72
Tuna,2,09:37:17.277409,72
Tuna,2,09:37:18.480516,73
Tuna,2,09:37:19.701652,71
Tuna,2,09:37:20.898771,72
Tuna,2,09:38:44.252265,71
Tuna,2,09:38:45.358372,72
Tuna,2,09:38:46.554956,74
Tuna,2,09:38:47.769793,69
Tuna,2,09:38:48.971746,73
Tuna,2,09:38:50.172485,74
Tuna,2,09:38:51.375349,69
Tuna,2,09:38:52.587642,72
Tuna,2,09:38:53.789956,73
Tuna,2,09:38:54.997324,71
Tuna,2,09:38:56.202658,72
Tuna,2,09:38:57.407241,68
Tuna,2,09:38:58.619751,72
Tuna,2,09:38:59.822436,70
Tuna,2,09:39:01.031309,71
Tuna,2,09:39:02.228625,67
Tuna,2,09:39:03.440081,69
Tuna,2,09:39:04.636295,73
Tuna,2,09:39:05.845585,74
Tuna,2,09:39:07.060176,71
Tuna,2,09:39:08.253369,68
Tuna,2,09:39:44.707516,71
Tuna,2,09:39:45.823416,71
Tuna,2,09:39:47.002643,73
Tuna,2,09:39:48.208489,72
Tuna,2,09:39:49.412674,71
Tuna,2,09:39:50.630305,70
Tuna,2,09:39:51.828258,74
